step,type,amount,nameOrig,oldBalanceOrig,nameDest,oldBalanceDest
380,CASH_OUT,205574.58,C1073247850,0.0,C199432569,3399309.92
398,PAYMENT,18932.03,C336345865,0.0,M670597984,0.0
371,PAYMENT,29526.94,C1705513104,20546.0,M1667560597,0.0
514,PAYMENT,26791.89,C773881309,147903.0,M19326165,0.0
370,PAYMENT,23716.58,C1063178134,144246.0,M2091927949,0.0
403,CASH_OUT,309906.45,C1877350209,582.0,C385453888,9740086.97
396,PAYMENT,3802.29,C1476812329,325023.87,M754202092,0.0
550,CASH_OUT,150327.02,C1911105372,0.0,C95793400,1435173.89
373,PAYMENT,28612.25,C1885895779,70272.0,M385971148,0.0
373,CASH_IN,7386.27,C1199301848,253.0,C96020140,0.0
393,PAYMENT,25236.14,C447857299,22727.0,M371778383,0.0
691,CASH_OUT,270171.22,C581672846,0.0,C322213055,411395.82
428,CASH_OUT,140363.06,C259386603,0.0,C721963381,10127810.58
374,PAYMENT,8338.7,C1464516523,260378.0,M1180857029,0.0
451,CASH_OUT,155488.45,C1927869722,11576.0,C1064297127,608102.64
588,CASH_OUT,136465.39,C1644703801,5553.0,C318215717,0.0
455,CASH_OUT,69294.71,C2079147889,0.0,C282757388,225453.85
378,CASH_OUT,68440.58,C266525486,9930.0,C1693765093,124886.74
395,CASH_IN,62539.76,C303041140,5498186.78,C543948385,671478.41
397,PAYMENT,9308.5,C211737134,11887.23,M1852847636,0.0
396,CASH_IN,84238.07,C818788714,139577.0,C304776615,294364.77
402,CASH_OUT,152278.28,C1076273667,0.0,C1002574836,403677.02
398,TRANSFER,50722.16,C870531652,50722.16,C1469155891,0.0
375,CASH_OUT,58718.23,C204772218,11586.0,C1708352613,295123.55
372,CASH_OUT,199606.79,C527321556,1042.0,C383617405,0.0
362,PAYMENT,3387.0,C1032253908,39666.0,M1771647151,0.0
380,TRANSFER,49314.92,C1481850110,155024.0,C1614348254,525120.14
369,CASH_OUT,9620.59,C340276287,5704.0,C1123772066,8135804.82
710,TRANSFER,25805.82,C256004333,10758.0,C1170052015,767676.12
380,PAYMENT,2178.27,C190127487,10398.35,M2084147040,0.0
405,PAYMENT,9274.21,C1844576476,0.0,M1097509064,0.0
404,PAYMENT,8476.47,C1939043553,0.0,M1603921215,0.0
378,CASH_OUT,112217.24,C1597012287,0.0,C2092796486,5687808.44
500,CASH_OUT,141393.89,C217423481,15476.0,C2147308395,17427.28
369,CASH_OUT,314694.62,C1916222896,0.0,C1613885669,1732874.08
359,PAYMENT,6765.85,C503097546,157.0,M1518509840,0.0
398,PAYMENT,30002.49,C1758460061,8.0,M249634019,0.0
356,TRANSFER,1229758.34,C227751544,6049.0,C2024290629,97758.77
402,PAYMENT,6423.53,C1401653177,0.0,M40739849,0.0
518,CASH_OUT,428853.68,C376421260,0.0,C423567002,1179108.51
687,TRANSFER,942169.76,C1128494853,0.0,C942750485,3269265.0
383,PAYMENT,3326.83,C616324101,20865.0,M542454851,0.0
399,CASH_OUT,135481.0,C748639333,0.0,C612259921,3670131.52
690,CASH_IN,307135.06,C243930801,2350566.61,C1015216625,2316759.18
404,PAYMENT,17731.22,C2007197262,0.0,M1225874836,0.0
564,CASH_OUT,327116.87,C1659522389,130.0,C1669165813,1062140.16
379,TRANSFER,29975.68,C1911867013,0.0,C541213645,87612.37
586,CASH_OUT,174006.2,C2001094600,31212.0,C1488669101,0.0
563,CASH_IN,167490.5,C1438634191,29943.0,C1355412699,0.0
614,CASH_OUT,73822.04,C2032221498,3098.0,C113386552,551776.55
591,TRANSFER,221107.56,C1387397359,221107.56,C1005726924,0.0
404,CASH_IN,98797.9,C393602914,10561.0,C616888183,5878763.0
379,CASH_IN,75429.63,C2086227953,6443131.11,C1207189167,135530.1
404,CASH_IN,193293.63,C517460591,5889002.22,C96380693,698505.79
378,PAYMENT,10387.61,C1760410344,1429319.19,M507742706,0.0
380,CASH_IN,217213.7,C1128543818,268.0,C479833308,21816.3
356,CASH_IN,81933.13,C434895455,147331.0,C641524909,893108.05
514,TRANSFER,33450.79,C180745724,0.0,C845416308,1933136.87
546,CASH_IN,316420.98,C315456833,5294496.74,C1298523080,11239882.79
594,PAYMENT,7561.6,C1992048079,135.0,M546303514,0.0
396,CASH_OUT,263940.17,C1709524982,0.0,C1021837712,1598781.61
397,CASH_OUT,168826.25,C853325791,28531.0,C1582131472,745846.84
594,PAYMENT,12542.5,C1804198416,16874.0,M2092021142,0.0
694,CASH_OUT,31274.81,C25799910,10380.0,C1986874787,41286.07
382,PAYMENT,16743.12,C1028135755,7745.92,M1892437729,0.0
407,CASH_OUT,330549.34,C157526610,0.0,C1396248761,548216.9
380,CASH_OUT,271377.54,C615639938,0.0,C1213191112,5516831.77
401,CASH_IN,29391.72,C489239629,607418.17,C433992473,195379.99
369,PAYMENT,41114.07,C1182941144,14843.0,M1711053821,0.0
397,CASH_OUT,189965.28,C1161020699,0.0,C1884827336,265753.74
490,CASH_IN,376346.55,C441779170,159553.0,C893024647,365011.49
403,TRANSFER,1592154.41,C1337290010,0.0,C1991151490,1927521.06
408,PAYMENT,2319.52,C1353047903,0.0,M588567804,0.0
404,CASH_IN,125970.19,C1313374656,2878566.51,C1950849303,2061834.74
401,CASH_IN,74507.95,C622501116,2641998.65,C40674576,252752.38
527,PAYMENT,9295.17,C324141649,101315.0,M377099993,0.0
573,PAYMENT,12597.37,C1938288177,0.0,M712164698,0.0
374,PAYMENT,28739.7,C1206002421,83828.0,M535800251,0.0
401,CASH_IN,218062.08,C372171418,31432.0,C964915932,1104056.26
395,CASH_IN,204924.7,C427637283,1496862.64,C248422167,658751.02
375,CASH_IN,410784.25,C839654708,30202.0,C1233084633,0.0
396,CASH_OUT,294224.08,C983147536,9971.0,C1540001218,0.0
402,CASH_OUT,232876.51,C125532264,0.0,C531331935,7252757.85
694,PAYMENT,6225.65,C1471945721,156.0,M277225803,0.0
594,CASH_IN,74640.62,C884910568,3896519.06,C407255818,3772116.85
374,CASH_OUT,290959.02,C1730181055,6224.0,C691536429,0.0
495,CASH_IN,308953.17,C1693080535,4194156.21,C501816979,1605301.14
397,CASH_IN,317091.84,C1984973525,173.0,C1460746218,152281.63
370,DEBIT,6392.24,C1305038181,0.0,C1554111568,229249.1
397,PAYMENT,9025.19,C389896423,0.0,M1678502017,0.0
653,CASH_OUT,598426.68,C2106574163,598426.68,C408852113,46967.11
664,PAYMENT,2388.57,C583667098,0.0,M484228710,0.0
377,PAYMENT,5607.68,C1640833909,33734.0,M1800684976,0.0
380,PAYMENT,4006.26,C372377372,0.0,M453422406,0.0
588,CASH_IN,126811.88,C1587026430,372.0,C491409569,951561.35
371,CASH_OUT,268613.13,C952840993,24624.0,C1858867284,1509654.34
397,CASH_IN,197343.38,C1978405641,14830205.53,C1406204958,1167543.47
598,CASH_IN,116210.11,C2048558167,745671.38,C315177490,285208.65
376,TRANSFER,1333777.93,C1958936877,22366.0,C1264664560,1123355.85
398,CASH_OUT,344059.53,C2104398896,117.0,C287066549,229640.83
540,CASH_IN,129663.49,C30733583,755623.59,C240542829,148565.23
426,CASH_OUT,170893.19,C160539504,0.0,C2046725924,231165.91
397,CASH_OUT,110355.65,C937052629,0.0,C1289324836,462840.3
374,PAYMENT,2830.83,C1103163336,413068.48,M833136749,0.0
395,TRANSFER,280220.05,C1016108702,12620.0,C332813034,403513.53
571,CASH_OUT,52929.8,C894603943,0.0,C1375482831,180818.09
404,CASH_IN,38374.49,C635046478,2546.0,C1001166461,0.0
402,PAYMENT,30997.19,C1028469434,22791.0,M1550617011,0.0
375,CASH_IN,76507.24,C569054758,900455.66,C844650878,4617500.34
466,CASH_IN,22024.92,C2052022673,7342483.09,C1134978894,33005.44
380,CASH_OUT,71272.38,C1589949691,0.0,C394421788,577897.77
380,CASH_IN,116402.56,C584402633,3332488.67,C1587559915,723177.45
399,PAYMENT,8691.63,C134447654,9994.0,M348985824,0.0
373,PAYMENT,35507.08,C2010961016,29965.0,M676836392,0.0
382,PAYMENT,10968.61,C167833503,305647.0,M1629240136,0.0
375,CASH_OUT,21848.84,C1218718349,0.0,C1366582373,1713928.48
476,CASH_OUT,101080.11,C967759739,134276.0,C1101692478,0.0
374,CASH_OUT,199064.63,C374043474,833.0,C1889553153,0.0
400,CASH_OUT,175431.26,C1020294060,1557.0,C1119417505,1045485.72
688,CASH_IN,311010.64,C1099617405,4859632.34,C1043182111,1461076.92
370,PAYMENT,8706.03,C987327149,55641.0,M1938069463,0.0
396,PAYMENT,271.93,C1838524193,304098.45,M1012319740,0.0
370,PAYMENT,6566.74,C540776279,713.0,M853804874,0.0
612,CASH_OUT,107307.55,C1729650113,109066.0,C1914287035,1707227.65
573,CASH_IN,109325.37,C1258913467,2211.0,C364008715,0.0
397,PAYMENT,21034.27,C1376463156,30402.0,M810054039,0.0
403,CASH_OUT,136304.22,C1747319320,346299.88,C2085117358,2105173.84
400,CASH_IN,186095.8,C342992341,0.0,C1437089638,439237.43
588,PAYMENT,26175.38,C1987128627,4523.18,M2094268797,0.0
376,CASH_OUT,243808.89,C945401448,2618.0,C96101967,509526.43
377,PAYMENT,9975.92,C854889719,15537.0,M214331914,0.0
372,CASH_OUT,100499.86,C1297202384,0.0,C1369886284,635406.66
360,PAYMENT,1507.55,C610489106,104072.0,M2013095184,0.0
399,CASH_OUT,44454.73,C486534701,32251.0,C1079108275,471136.15
356,CASH_OUT,235520.09,C1897990825,0.0,C1812134851,3610296.53
370,PAYMENT,3793.05,C1320649796,0.0,M1536349810,0.0
694,CASH_IN,91304.24,C1364037298,64806.0,C862824342,90073.11
404,CASH_IN,326331.8,C1483734490,99481.0,C588945064,33497.65
402,PAYMENT,6255.71,C83431458,0.0,M1015126026,0.0
394,TRANSFER,1396516.82,C130484810,45165.0,C1037698544,0.0
396,CASH_OUT,149741.02,C140688736,18504.0,C1400047620,6061598.29
399,PAYMENT,24606.62,C42260659,20994.0,M1102719677,0.0
358,CASH_IN,95403.57,C1242754486,1919559.95,C1498767340,443202.48
373,CASH_OUT,244331.48,C637211415,287708.0,C786174740,0.0
360,PAYMENT,43164.4,C191332918,0.0,M93525554,0.0
589,PAYMENT,1076.92,C1703341911,0.0,M1175630975,0.0
383,PAYMENT,9878.72,C1831795526,223073.0,M475755340,0.0
368,TRANSFER,200419.12,C197020106,200419.12,C1227889272,0.0
397,CASH_OUT,433080.16,C1559515525,0.0,C1270946804,4624159.52
399,PAYMENT,3391.03,C276965003,160748.38,M934379496,0.0
462,TRANSFER,67921.66,C244092764,67921.66,C1927485075,0.0
400,PAYMENT,22701.23,C1739009934,55022.33,M1914092389,0.0
684,CASH_IN,187902.37,C901631009,30664.0,C476309326,0.0
378,CASH_OUT,238630.39,C1980291260,0.0,C246728748,332336.42
403,CASH_IN,218161.96,C1118204872,11502.0,C642226142,175094.79
404,CASH_OUT,81606.05,C2121603190,0.0,C1430009714,3192506.65
398,CASH_OUT,199255.84,C1147617559,0.0,C1431759851,2200585.3
396,CASH_IN,146923.2,C2136219727,77239.0,C720899223,0.0
489,TRANSFER,107128.17,C65259597,107128.17,C355360625,0.0
522,CASH_OUT,453173.12,C1418863893,39896.0,C1404340558,2610920.32
522,CASH_IN,81300.6,C1886101018,4860642.92,C1731547947,81683.03
360,PAYMENT,4697.57,C125577812,13254.0,M138413387,0.0
377,PAYMENT,11083.49,C1235107757,0.0,M1450251182,0.0
396,PAYMENT,71909.28,C587634249,137405.0,M1764409053,0.0
692,PAYMENT,19364.16,C430888931,936.0,M860595688,0.0
492,CASH_OUT,245298.99,C1000239199,74751.0,C123776401,0.0
380,PAYMENT,16874.55,C654054465,40257.0,M1446470574,0.0
379,CASH_IN,93553.13,C316692296,84748.0,C315587012,235430.48
382,PAYMENT,35.25,C873746901,2121.0,M806165084,0.0
442,TRANSFER,37323.15,C2027331008,37323.15,C235368108,0.0
690,PAYMENT,31840.64,C1463482505,0.0,M1945665751,0.0
701,TRANSFER,306691.05,C1064966733,306691.05,C467221336,0.0
715,CASH_OUT,344651.34,C156333696,130.0,C1469593986,465132.6
398,CASH_IN,91663.63,C557798748,78394.0,C458616925,35148.78
398,TRANSFER,194910.17,C101399755,0.0,C228825613,3535821.17
399,CASH_IN,207651.83,C1373331808,35241.0,C1229678561,0.0
619,CASH_OUT,252948.61,C1418074161,0.0,C940840787,929650.24
401,CASH_OUT,45659.75,C1401494755,15504.0,C2073762562,1035689.85
592,CASH_IN,191419.51,C2194785,78020.0,C797396736,5649111.82
642,PAYMENT,6962.49,C1186162517,0.0,M886015208,0.0
399,CASH_OUT,63662.89,C618582425,25899.0,C404478553,444291.81
382,PAYMENT,26582.28,C1891039010,0.0,M1143248856,0.0
369,CASH_IN,141603.76,C1451811860,1318445.74,C641103807,528865.72
403,PAYMENT,563.35,C1552202196,4198.0,M255606313,0.0
381,CASH_OUT,224618.09,C119421067,21005.0,C715411958,0.0
403,TRANSFER,921245.02,C557269187,0.0,C742991373,2720448.58
595,CASH_OUT,214317.92,C1658491632,1909.0,C2061560459,193380.12
493,CASH_OUT,4077.98,C249270743,3373.0,C1513834767,675109.57
395,CASH_OUT,198964.22,C2112016484,0.0,C2098217656,9306062.78
356,CASH_OUT,280969.18,C1720790821,0.0,C98185893,1002149.83
544,PAYMENT,18338.72,C1351992105,0.0,M575787033,0.0
402,CASH_OUT,242917.34,C234260415,0.0,C1497496070,707146.39
688,CASH_OUT,516632.36,C2121067086,234.0,C674687779,508969.73
371,CASH_OUT,622414.44,C1981856356,9709.62,C279410299,1992536.14
694,TRANSFER,566732.93,C24521483,0.0,C1674963854,3355986.98
373,CASH_IN,154945.65,C1202521043,1427342.45,C457988093,879412.84
378,CASH_IN,419338.34,C723239710,20397.0,C291721772,0.0
371,TRANSFER,824198.88,C1731691687,26761.0,C982290010,5088657.61
383,PAYMENT,3098.32,C31148310,22552.0,M1368424024,0.0
404,CASH_IN,461940.57,C554452312,10051351.86,C1650594550,2094817.98
357,CASH_OUT,194427.57,C1662358047,0.0,C618408914,237926.59
373,PAYMENT,30800.09,C1894220849,0.0,M1393819986,0.0
393,TRANSFER,1009838.79,C1204814614,12919.0,C1457043374,117117.05
377,TRANSFER,195905.17,C478212568,0.0,C105442797,532315.97
403,TRANSFER,805006.85,C1311504638,23915.0,C212577009,388649.15
683,PAYMENT,23433.05,C1292189300,204281.02,M270012005,0.0
372,CASH_OUT,1332.81,C1845813352,0.0,C873185288,269260.07
419,CASH_IN,300899.48,C1883735627,6728873.01,C140195428,8808912.31
356,PAYMENT,12259.28,C928254176,0.0,M839832352,0.0
589,CASH_OUT,411334.77,C276279,20657.0,C1380830441,0.0
687,PAYMENT,6650.92,C1810918228,0.0,M799306342,0.0
525,PAYMENT,21632.0,C1256544743,1085.0,M1786441502,0.0
717,PAYMENT,7130.1,C1304831134,69801.0,M459802775,0.0
396,PAYMENT,17773.59,C1945911160,120834.13,M2045622139,0.0
493,CASH_IN,300616.39,C306478872,21984.0,C359040742,123720.06
404,CASH_OUT,415824.15,C1841704574,0.0,C1265486732,1593200.59
404,CASH_IN,117744.64,C415396860,3123.0,C829919362,0.0
690,PAYMENT,16089.04,C846514995,0.0,M1550354357,0.0
587,CASH_IN,117234.71,C818545763,6184885.11,C275240684,7574532.92
378,CASH_OUT,85740.97,C763457797,8637.0,C1128836138,364530.39
407,PAYMENT,22188.8,C182897473,254193.38,M146104940,0.0
426,TRANSFER,359216.65,C1638025365,11674.0,C769879771,219042.71
522,PAYMENT,9739.23,C1752940382,5053.0,M1920998387,0.0
397,CASH_OUT,213.11,C1723259692,0.0,C525048395,2248762.08
395,TRANSFER,973736.55,C1489498765,69741.0,C222373659,26208.54
378,CASH_IN,216459.55,C1861670187,5401869.16,C1894551381,12523741.74
448,CASH_IN,148091.19,C1096103702,5456939.7,C1550605950,257518.11
423,CASH_OUT,111997.98,C652064279,202572.0,C1355881185,2075934.38
400,PAYMENT,9420.61,C2132100306,0.0,M482400655,0.0
356,PAYMENT,9543.15,C428678195,391044.85,M698592686,0.0
372,PAYMENT,7826.92,C1376351377,14784.0,M938581510,0.0
371,CASH_OUT,631684.88,C325229356,0.0,C671095972,1423673.87
378,PAYMENT,27975.88,C640596135,0.0,M1400840879,0.0
570,CASH_OUT,156427.91,C1968267866,0.0,C787728022,568775.8
356,PAYMENT,13696.12,C358123325,71340.84,M1060912348,0.0
357,PAYMENT,6816.09,C1007205931,299902.0,M2058216847,0.0
360,PAYMENT,5532.45,C1097647999,19807.62,M587182665,0.0
370,PAYMENT,7812.83,C1749919818,426283.31,M1263327571,0.0
380,PAYMENT,231.18,C2961563,5501.0,M912711427,0.0
705,CASH_IN,138118.17,C638273133,6299149.21,C1565972600,6124162.02
466,CASH_IN,368421.58,C262196186,76409.0,C563139707,249581.56
395,CASH_OUT,101649.97,C1433363653,746.0,C350508434,0.0
380,CASH_IN,199185.87,C2064425773,9690752.74,C1746768353,239790.84
387,CASH_OUT,245970.86,C1529702229,245970.86,C1178104169,14287843.63
370,TRANSFER,707514.05,C2002692748,0.0,C824242767,1732633.51
397,TRANSFER,1109688.1,C1977649894,209675.05,C1937397407,4176677.3
401,TRANSFER,1367560.05,C1384971630,11033.88,C465845250,1584123.51
397,PAYMENT,21764.91,C1385361684,11577.0,M1109022694,0.0
406,PAYMENT,24253.32,C1301970486,0.0,M1565456045,0.0
393,CASH_OUT,164854.07,C1729823354,0.0,C1628708390,2847846.67
492,PAYMENT,17422.53,C1095728418,25728.0,M1324324722,0.0
401,CASH_IN,109854.01,C159452183,16767978.64,C1439588830,1688953.56
396,CASH_OUT,35008.93,C1374198196,0.0,C1463937888,91716.93
379,PAYMENT,26640.88,C1209018675,8125.0,M1494440261,0.0
400,TRANSFER,165168.01,C316460869,2273.0,C1264800422,0.0
605,CASH_OUT,1555182.41,C610159138,1555182.41,C1751345870,76405.76
451,CASH_IN,103275.68,C1394824922,4541.0,C1784190470,0.0
705,TRANSFER,731993.95,C1635969620,40066.0,C101934263,322362.1
690,CASH_OUT,33028.31,C1351520648,372.0,C657358856,0.0
404,PAYMENT,7040.55,C1079144673,9385.88,M983395393,0.0
369,CASH_OUT,74761.06,C402574024,0.0,C1432777087,3553843.23
563,CASH_IN,292931.26,C1867478519,1131806.92,C30217657,12331436.51
469,PAYMENT,12705.27,C1812247115,92639.0,M395304804,0.0
407,PAYMENT,14049.57,C1563828301,32715.0,M1943895889,0.0
519,TRANSFER,1049424.26,C448865084,1049424.26,C154141586,0.0
683,CASH_OUT,246132.02,C873798412,321.0,C273784104,195628.81
571,PAYMENT,510.72,C1008366598,4271.0,M371530975,0.0
546,CASH_IN,173997.94,C1517874980,475406.0,C1104549584,0.0
550,PAYMENT,1042.36,C1922022190,52720.0,M1992506963,0.0
382,PAYMENT,14616.9,C581829543,0.0,M430703781,0.0
407,CASH_OUT,29953.95,C546940601,154552.0,C941052893,40886.41
397,CASH_OUT,614302.59,C1123503745,14961.0,C1813113632,234440.12
522,TRANSFER,513526.6,C875728769,0.0,C1406293991,4737981.17
402,PAYMENT,16666.82,C370339270,0.0,M686536247,0.0
356,CASH_IN,246945.22,C1151506412,14548.0,C579499007,435244.44
382,CASH_IN,106162.12,C1740077916,87914.0,C532288496,37920.89
357,PAYMENT,31906.89,C429479374,0.0,M958435524,0.0
402,CASH_IN,216360.25,C754830424,35815.0,C313215822,1125334.87
500,CASH_OUT,23926.04,C1029538212,0.0,C1751899417,55505.13
404,PAYMENT,20557.69,C191018342,0.0,M305185532,0.0
681,CASH_OUT,209417.27,C947434481,29377.0,C423832746,1452394.96
371,PAYMENT,880.5,C1394100868,20146.0,M1209546218,0.0
395,CASH_OUT,170390.05,C1969908710,0.0,C834369930,5235959.83
637,CASH_IN,564358.38,C846627784,1213415.93,C930986152,885410.56
401,CASH_IN,122892.39,C37507358,1844821.35,C886522373,296214.85
573,CASH_IN,238170.62,C1565179890,308246.57,C1943444961,1525774.32
380,CASH_OUT,90269.23,C1859391108,0.0,C1314027082,6611446.69
372,TRANSFER,2923356.25,C1312260902,2923356.25,C1724629227,0.0
379,CASH_IN,234692.11,C426825734,0.0,C1375870185,1624358.63
401,TRANSFER,68549.32,C727087088,0.0,C585568901,291841.26
398,PAYMENT,28400.08,C2012705403,171839.14,M1602784892,0.0
378,PAYMENT,43406.62,C1907407410,0.0,M1120367892,0.0
395,PAYMENT,6932.79,C1980663489,0.0,M1382823899,0.0
379,CASH_OUT,193122.16,C502518307,0.0,C408581471,239692.5
375,PAYMENT,19760.13,C787984336,0.0,M1138493407,0.0
691,PAYMENT,16869.66,C1257268630,11278.37,M1637594768,0.0
522,PAYMENT,7533.67,C1382917613,0.0,M1094158686,0.0
684,CASH_OUT,39208.41,C636179545,0.0,C1255302334,178133.69
393,PAYMENT,5464.12,C741045903,6470.47,M1352879349,0.0
426,TRANSFER,719017.78,C1315746236,0.0,C1117759339,780267.33
394,CASH_IN,252992.75,C1444119053,9628211.43,C93567424,639564.63
548,PAYMENT,5550.16,C1499372164,8221.26,M125555596,0.0
503,PAYMENT,8861.87,C533879006,683197.8,M1274608222,0.0
373,PAYMENT,4219.87,C167524622,0.0,M1658297386,0.0
610,TRANSFER,780459.01,C490442075,0.0,C1733637905,2029853.23
377,PAYMENT,5402.01,C668392492,52288.0,M1578498803,0.0
372,CASH_OUT,40079.48,C250851592,2921.0,C1025353026,1645096.14
522,CASH_OUT,177691.81,C104374210,152.0,C179027326,0.0
372,PAYMENT,32862.02,C1281871809,21405.0,M1337086964,0.0
394,CASH_OUT,61181.3,C1941608024,0.0,C237594516,8926925.08
380,CASH_OUT,227657.85,C1936016683,1025.0,C288899505,58844.6
404,CASH_OUT,162217.84,C643121834,5510.0,C1960297394,0.0
528,PAYMENT,7298.05,C1490606634,52709.0,M1149575977,0.0
402,CASH_IN,175507.81,C1700647773,901.0,C1603052574,0.0
400,PAYMENT,18300.72,C2090086012,2084.0,M1764805093,0.0
400,CASH_IN,13029.77,C1566701286,1032139.25,C1693114343,55560.17
522,PAYMENT,17143.17,C985493323,13045.0,M1648565822,0.0
403,CASH_IN,94300.84,C1576387648,9056.0,C2142860590,0.0
400,CASH_OUT,149107.37,C128846351,1049.0,C24040203,3831500.6
585,CASH_OUT,470325.08,C1713242347,470325.08,C1102790873,0.0
402,CASH_OUT,198757.04,C470578424,17417.0,C289322308,1631028.87
397,CASH_OUT,261930.8,C814194844,31108.0,C1734726353,1824099.71
621,PAYMENT,4704.98,C1214448307,1216.0,M545959343,0.0
527,CASH_OUT,356207.07,C132262355,0.0,C2053273782,514817.15
377,TRANSFER,489033.93,C2125867805,489033.93,C1378742285,0.0
692,CASH_OUT,284589.62,C1075979848,158439.0,C259746210,480418.45
377,PAYMENT,6197.22,C499234574,16101.0,M2095152402,0.0
540,PAYMENT,12958.54,C621394089,229.0,M524987028,0.0
380,CASH_OUT,195560.64,C143323856,0.0,C2069914602,280851.75
404,TRANSFER,1080103.11,C295466237,0.0,C1535779768,1268238.53
589,PAYMENT,8522.55,C2042557400,0.0,M775468368,0.0
378,PAYMENT,8185.4,C1992939661,66047.0,M102318381,0.0
406,PAYMENT,13297.27,C913561777,641.0,M1868684354,0.0
369,PAYMENT,7548.33,C388273408,38968.15,M97990050,0.0
400,CASH_OUT,9957.27,C585655808,8141.0,C1808630523,0.0
373,PAYMENT,15183.39,C595865435,10796.0,M1715843561,0.0
375,PAYMENT,24126.29,C1796370625,0.0,M340210098,0.0
356,CASH_OUT,126091.58,C66940980,778251.61,C1324060407,720133.77
399,TRANSFER,563616.47,C1050939287,0.0,C1573931159,661632.06
526,TRANSFER,110268.06,C2117825082,47097.0,C1038951827,21302.01
358,CASH_IN,47363.19,C1548813560,5435868.51,C1568511778,140201.05
356,PAYMENT,33824.45,C2022735345,0.0,M2120619042,0.0
399,CASH_IN,208577.54,C841694636,4930308.81,C508486173,2092449.04
373,CASH_IN,7175.68,C1065714386,1018818.33,C330528998,171614.75
374,PAYMENT,30283.15,C2035700497,206919.0,M576436622,0.0
396,PAYMENT,12380.06,C276077219,0.0,M645406310,0.0
372,PAYMENT,9768.51,C214652773,550590.26,M1928140517,0.0
379,CASH_OUT,134821.07,C1491223907,10655.0,C2024901328,791672.9
399,PAYMENT,31030.58,C2016274135,0.0,M1547750766,0.0
376,PAYMENT,16004.47,C1615829453,0.0,M2117406767,0.0
403,CASH_OUT,220525.03,C1727718282,0.0,C1919045328,1622894.8
548,CASH_IN,34280.7,C1019872581,101843.66,C424796428,133119.11
469,CASH_IN,281427.21,C1994393488,679962.79,C1489549957,1645554.03
476,CASH_OUT,87443.92,C353496302,0.0,C808449982,168692.03
380,PAYMENT,6445.97,C1449551000,28526.0,M1011590610,0.0
405,PAYMENT,10222.18,C588589196,15997.0,M721285285,0.0
374,CASH_OUT,564347.62,C846120075,10701.0,C1671873024,0.0
404,CASH_IN,149017.09,C359499814,14024.0,C151106138,1818971.77
374,CASH_OUT,433876.7,C1818810540,108160.67,C879171237,1520606.83
518,CASH_IN,282709.68,C332156791,1697886.62,C398033647,850569.67
522,PAYMENT,19867.56,C1676530066,37292.76,M2147221493,0.0
379,CASH_IN,263999.92,C1511153849,6692.0,C903556678,0.0
380,CASH_OUT,151911.0,C2089350922,0.0,C1318376973,394474.82
396,PAYMENT,34382.46,C1525776500,0.0,M1320334322,0.0
373,CASH_OUT,169591.93,C411127587,0.0,C1737024086,171260.01
594,CASH_OUT,281421.85,C1130848132,0.0,C1547162206,1870083.83
382,PAYMENT,877.73,C1247341081,0.0,M1666286606,0.0
378,CASH_OUT,61525.47,C185246216,48760.0,C278375243,2667366.56
684,CASH_OUT,51519.45,C1552312729,22671.0,C487253567,65204.22
396,CASH_OUT,64572.88,C624504335,0.0,C790236081,121915.33
434,CASH_OUT,32671.88,C640831254,32671.88,C1389084287,164307.14
404,CASH_OUT,45658.55,C243306920,225278.0,C235766501,599096.36
594,CASH_OUT,316491.62,C2106502384,155620.0,C1624066192,3142349.06
409,CASH_OUT,124108.79,C2051416528,42026.77,C1420439449,616595.2
490,CASH_IN,314514.62,C1528122423,10750.0,C675355947,0.0
383,CASH_IN,49515.04,C653783627,21144.0,C729188515,0.0
397,CASH_OUT,442900.0,C1758373636,3012.0,C2070626006,5977767.98
669,CASH_IN,111315.3,C837019310,10719101.49,C4728932,402036.44
705,PAYMENT,187.52,C742861613,98137.5,M1759672044,0.0
403,PAYMENT,664.34,C922229753,0.0,M546420280,0.0
357,CASH_IN,39146.64,C1503244013,5086.0,C1358910892,0.0
374,CASH_IN,164200.91,C1017301470,281092.0,C743576151,1724809.9
522,CASH_IN,122763.0,C1998961660,6047.0,C507258961,0.0
374,CASH_IN,114555.56,C1699971389,8078.0,C1258814685,0.0
522,DEBIT,368.36,C284569865,168026.0,C1450734820,497849.99
588,TRANSFER,1383537.28,C1457225466,0.0,C196276373,3084532.89
540,CASH_OUT,95002.55,C1229720822,0.0,C443106532,146549.46
380,PAYMENT,3145.27,C1018645027,266962.72,M248807110,0.0
544,PAYMENT,21564.58,C388235755,31315.0,M1906380787,0.0
411,CASH_OUT,365069.45,C1359467526,365069.45,C142819942,1033912.43
687,TRANSFER,1381386.89,C1973453523,0.0,C1591195057,2905611.85
394,CASH_IN,323042.81,C368186185,794897.26,C1126422664,442381.37
399,CASH_OUT,75610.34,C482345896,0.0,C1838223524,211915.37
378,PAYMENT,1525.21,C839307306,10743.0,M1884077094,0.0
667,CASH_OUT,220799.49,C1175648893,209090.71,C746897871,386308.61
638,TRANSFER,7788725.2,C1474481275,7788725.2,C955662088,0.0
396,CASH_IN,147183.16,C2116383109,21559.0,C766600090,105106.74
393,PAYMENT,19648.55,C502275123,50526.0,M1276289981,0.0
378,CASH_OUT,200083.68,C641015303,481.0,C966481089,161519.28
570,PAYMENT,3526.92,C1176666341,0.0,M1739251529,0.0
