step,nameOrig,isFraud
522,C342697548,0
382,C650665967,0
394,C1464021837,0
404,C2096270100,0
469,C1214213567,0
370,C420638938,0
357,C1373803011,0
379,C532472296,0
574,C1798304601,0
453,C1443740367,1
525,C1328846127,0
372,C2143239078,0
403,C305429016,0
372,C2043877944,0
687,C1880764057,0
401,C171298824,0
398,C308692596,0
426,C965464441,0
383,C1286245371,0
397,C2707814,0
397,C15432189,0
497,C1842546630,1
400,C1368706668,0
717,C1047697317,1
378,C2003875936,0
403,C1475778660,0
401,C2036983204,0
518,C728593923,0
378,C1670028102,0
372,C343336312,0
710,C1184661395,0
374,C325812315,0
372,C1125265676,0
357,C1524369072,0
373,C1547778272,0
661,C1233793428,0
401,C1383102025,0
567,C1785875539,0
379,C1483045448,0
397,C1599647177,0
692,C1073888982,0
395,C1504158138,0
520,C1716200722,0
399,C755369597,0
379,C865496203,0
356,C1106856702,0
399,C1506193434,0
398,C1931977360,0
522,C1355017472,0
379,C1632908935,0
522,C399157076,0
637,C172453788,1
396,C1962458623,0
357,C442564919,0
399,C579845413,0
356,C1693910174,0
395,C2010238648,0
408,C1316428948,0
376,C922856018,0
393,C1245866364,0
526,C1443676547,0
522,C2004978104,0
471,C1418333935,0
375,C1941233258,0
632,C2014216295,1
373,C263659944,0
683,C779101839,0
563,C391351846,0
379,C1761438184,0
376,C355070183,0
594,C251737064,0
370,C1562237824,0
640,C1101975608,0
373,C474089655,0
694,C1042482555,0
683,C330847427,0
358,C809502912,0
371,C237294227,0
376,C1719384843,0
681,C1862132985,0
400,C1382572086,0
379,C2116610812,0
369,C1637313748,0
404,C1585563972,0
617,C835634399,0
544,C588196948,0
394,C269517729,0
371,C205955835,0
395,C1295643128,0
402,C2113378764,0
379,C1557591498,0
404,C69449353,0
403,C1503527957,0
538,C974364866,0
395,C610828778,0
380,C101949721,0
396,C250964691,0
380,C1366887423,0
684,C456650299,0
395,C1319807470,0
619,C1366525341,0
385,C690803203,0
399,C199363418,0
378,C1133462472,0
726,C1461019839,1
381,C806711777,0
377,C667180275,0
386,C952519637,0
370,C507255376,0
381,C1899888449,0
501,C2118127422,1
373,C1381697618,0
531,C1934752840,1
596,C1580891416,0
375,C989699553,0
378,C626382723,0
517,C1687801250,0
400,C643179747,0
402,C412724951,0
376,C1475662525,0
372,C249536289,0
403,C1891875417,0
673,C276434845,0
405,C1838523837,0
492,C859941036,0
434,C1606056333,1
637,C1536694417,0
396,C130060848,0
637,C927371342,0
526,C1867112384,0
407,C509024145,0
401,C188376821,0
373,C1761194359,0
402,C1527463219,0
377,C726781061,0
476,C1785472997,0
374,C8362940,0
408,C566397287,0
404,C927394649,0
548,C338817663,0
709,C1369503007,0
380,C2140023801,0
399,C1591617333,0
401,C1533447913,0
404,C127059473,0
394,C1056957915,0
404,C146418885,0
396,C109534028,0
373,C1877934833,0
379,C361290629,0
428,C1260353153,0
514,C1128664312,0
595,C29011493,0
380,C1140674597,0
374,C779977882,0
381,C273295862,0
365,C1640343789,1
495,C38347573,0
401,C352795416,0
397,C786246490,0
400,C1618843644,0
590,C323408390,0
550,C1759423826,0
376,C528780050,0
402,C105918722,0
518,C1067069287,0
540,C987119586,0
590,C642025314,0
690,C1355172006,0
398,C1673042203,0
356,C84266440,0
399,C1226295118,0
617,C1913710355,0
400,C448576583,0
372,C142226874,0
376,C1944133531,0
402,C1608142995,0
398,C1821846074,0
374,C1315994547,0
398,C665112671,0
396,C1842159972,0
369,C2142561749,0
379,C2130957111,0
617,C793894382,0
378,C1805585422,0
401,C911447211,0
399,C151145137,0
548,C1257064240,0
548,C686668056,0
380,C971334004,0
396,C638470320,0
404,C187488368,0
710,C1471091819,0
372,C700143450,0
380,C451938269,0
404,C2099545379,0
380,C428586095,0
401,C319191435,0
356,C1369781935,0
687,C1721587555,0
396,C102891037,0
393,C1560930481,0
371,C1132957330,0
397,C2058878651,0
456,C1210808398,1
393,C83836453,0
399,C1309307042,0
637,C1148691211,0
688,C2070827257,0
634,C129898759,1
396,C2129868548,0
398,C194088609,1
393,C1247469433,0
380,C1837771738,0
395,C1196168146,0
374,C899805673,0
596,C429258561,0
594,C1833568785,0
586,C268922096,0
379,C1626597340,0
404,C36046,0
374,C2004334963,0
582,C1874090524,1
393,C83983264,0
396,C2110055429,0
376,C1388469068,0
356,C1718315828,0
380,C1375743087,0
404,C65868402,0
477,C535695455,1
544,C948784414,0
397,C639374395,0
396,C1484669125,0
372,C94356287,0
566,C567710056,0
565,C600728205,0
372,C510049309,0
379,C910082248,0
594,C1329100379,0
469,C1808967688,0
360,C1494893308,0
370,C1610236331,0
403,C1432893699,0
359,C435376931,0
528,C1987620805,0
400,C1972426494,0
377,C2138875432,0
520,C1085017409,0
400,C715904000,0
404,C935362246,0
369,C1847832893,0
375,C16581578,0
404,C926856254,0
522,C375487630,0
683,C1614351316,0
378,C1477634091,0
380,C1346142509,0
374,C1320627059,0
398,C2011002367,0
403,C1838733636,1
597,C1895320324,0
487,C1767545829,0
687,C2140419560,0
396,C983714427,0
383,C136056965,0
421,C376689274,1
492,C1776289111,0
377,C30791851,0
397,C171946473,0
379,C1600096501,0
373,C317952500,0
401,C565309609,0
393,C460589116,0
596,C1184330477,0
396,C1413137789,0
382,C923374985,0
573,C493704666,0
501,C2000710297,1
564,C1483835363,0
684,C1459069046,0
406,C530357700,0
398,C700562944,0
688,C265994100,0
596,C1950406751,0
394,C489651864,0
356,C513380299,0
370,C1901918730,0
372,C991978075,0
373,C980872681,0
394,C1914920448,0
621,C697681627,0
358,C334176266,0
522,C447029821,0
469,C1476767070,0
360,C1339764697,0
359,C352790422,0
357,C1762958340,0
692,C1519777596,0
520,C478497195,0
401,C2051772734,0
565,C47353118,0
403,C1903692567,0
698,C1381975492,1
398,C1117344042,0
407,C1393608375,0
373,C1312087674,0
398,C330673509,0
557,C1887371650,1
524,C140605493,0
399,C265828585,0
571,C1500469589,0
381,C600068403,0
428,C1285409621,0
612,C2060926049,0
377,C706584914,0
404,C328942897,0
686,C2037500065,0
378,C1584224604,0
371,C1770683650,0
408,C1113627971,0
356,C2087706631,0
619,C1101411517,0
404,C166793393,0
571,C1904443843,0
448,C1861170611,0
533,C1851117784,1
373,C1928687958,0
396,C109900209,0
395,C1228041553,0
637,C1711087428,0
362,C2086602892,0
661,C1145689870,0
401,C1983454925,0
422,C665470387,0
402,C342467744,0
402,C1731061364,0
525,C65521924,0
371,C696689862,0
524,C1991708866,0
692,C1130831234,0
403,C2077684219,0
395,C419670417,0
595,C1665077266,0
380,C1681069065,0
588,C1314229423,0
370,C580109238,0
407,C234946543,0
378,C1983287257,0
407,C1130678768,0
592,C1122031522,0
382,C1770685715,0
370,C563571450,0
370,C1000534596,0
400,C383996800,0
422,C1177353473,1
610,C1349069532,0
595,C258416184,0
544,C1594070397,0
442,C1379017761,0
393,C105992153,0
371,C1307698841,0
372,C81130894,0
370,C517472854,0
404,C10347402,0
405,C1527835008,1
565,C1850623085,1
395,C595131601,0
401,C272692656,0
393,C492114003,0
403,C1617937251,0
396,C1373167976,0
402,C1550644991,0
403,C1333299947,0
656,C722439132,0
395,C1071742438,0
374,C595060518,0
476,C789599821,0
587,C1310249391,0
403,C2059004848,0
645,C1592906945,1
605,C1837848776,1
374,C808909632,0
422,C1916355655,1
399,C1195526422,0
376,C550016456,0
692,C1693839060,0
490,C1864286436,0
550,C1018269215,0
503,C1499486644,0
377,C704371119,0
393,C1634711619,0
522,C458509814,0
375,C1293916525,0
380,C1733879185,0
401,C24429882,0
394,C2075633159,0
544,C448513845,0
525,C2051612687,0
398,C591512395,0
371,C1197112014,0
404,C1109026098,0
402,C23108770,0
380,C1073247850,0
398,C336345865,0
371,C1705513104,0
514,C773881309,0
370,C1063178134,0
403,C1877350209,0
396,C1476812329,0
550,C1911105372,0
373,C1885895779,0
373,C1199301848,0
393,C447857299,0
691,C581672846,0
428,C259386603,0
374,C1464516523,0
451,C1927869722,0
588,C1644703801,0
455,C2079147889,0
378,C266525486,0
395,C303041140,0
397,C211737134,0
396,C818788714,0
402,C1076273667,0
398,C870531652,1
375,C204772218,0
372,C527321556,0
362,C1032253908,0
380,C1481850110,0
369,C340276287,0
710,C256004333,0
380,C190127487,0
405,C1844576476,0
404,C1939043553,0
378,C1597012287,0
500,C217423481,0
369,C1916222896,0
359,C503097546,0
398,C1758460061,0
356,C227751544,0
402,C1401653177,0
518,C376421260,0
687,C1128494853,0
383,C616324101,0
399,C748639333,0
690,C243930801,0
404,C2007197262,0
564,C1659522389,0
379,C1911867013,0
586,C2001094600,0
563,C1438634191,0
614,C2032221498,0
591,C1387397359,1
404,C393602914,0
379,C2086227953,0
404,C517460591,0
378,C1760410344,0
380,C1128543818,0
356,C434895455,0
514,C180745724,0
546,C315456833,0
594,C1992048079,0
396,C1709524982,0
397,C853325791,0
594,C1804198416,0
694,C25799910,0
382,C1028135755,0
407,C157526610,0
380,C615639938,0
401,C489239629,0
369,C1182941144,0
397,C1161020699,0
490,C441779170,0
403,C1337290010,0
408,C1353047903,0
404,C1313374656,0
401,C622501116,0
527,C324141649,0
573,C1938288177,0
374,C1206002421,0
401,C372171418,0
395,C427637283,0
375,C839654708,0
396,C983147536,0
402,C125532264,0
694,C1471945721,0
594,C884910568,0
374,C1730181055,0
495,C1693080535,0
397,C1984973525,0
370,C1305038181,0
397,C389896423,0
653,C2106574163,1
664,C583667098,0
377,C1640833909,0
380,C372377372,0
588,C1587026430,0
371,C952840993,0
397,C1978405641,0
598,C2048558167,0
376,C1958936877,0
398,C2104398896,0
540,C30733583,0
426,C160539504,0
397,C937052629,0
374,C1103163336,0
395,C1016108702,0
571,C894603943,0
404,C635046478,0
402,C1028469434,0
375,C569054758,0
466,C2052022673,0
380,C1589949691,0
380,C584402633,0
399,C134447654,0
373,C2010961016,0
382,C167833503,0
375,C1218718349,0
476,C967759739,0
374,C374043474,0
400,C1020294060,0
688,C1099617405,0
370,C987327149,0
396,C1838524193,0
370,C540776279,0
612,C1729650113,0
573,C1258913467,0
397,C1376463156,0
403,C1747319320,0
400,C342992341,0
588,C1987128627,0
376,C945401448,0
377,C854889719,0
372,C1297202384,0
360,C610489106,0
399,C486534701,0
356,C1897990825,0
370,C1320649796,0
694,C1364037298,0
404,C1483734490,0
402,C83431458,0
394,C130484810,0
396,C140688736,0
399,C42260659,0
358,C1242754486,0
373,C637211415,0
360,C191332918,0
589,C1703341911,0
383,C1831795526,0
368,C197020106,1
397,C1559515525,0
399,C276965003,0
462,C244092764,1
400,C1739009934,0
684,C901631009,0
378,C1980291260,0
403,C1118204872,0
404,C2121603190,0
398,C1147617559,0
396,C2136219727,0
489,C65259597,1
522,C1418863893,0
522,C1886101018,0
360,C125577812,0
377,C1235107757,0
396,C587634249,0
692,C430888931,0
492,C1000239199,0
380,C654054465,0
379,C316692296,0
382,C873746901,0
442,C2027331008,1
690,C1463482505,0
701,C1064966733,1
715,C156333696,0
398,C557798748,0
398,C101399755,0
399,C1373331808,0
619,C1418074161,0
401,C1401494755,0
592,C2194785,0
642,C1186162517,0
399,C618582425,0
382,C1891039010,0
369,C1451811860,0
403,C1552202196,0
381,C119421067,0
403,C557269187,0
595,C1658491632,0
493,C249270743,0
395,C2112016484,0
356,C1720790821,0
544,C1351992105,0
402,C234260415,0
688,C2121067086,0
371,C1981856356,0
694,C24521483,0
373,C1202521043,0
378,C723239710,0
371,C1731691687,0
383,C31148310,0
404,C554452312,0
357,C1662358047,0
373,C1894220849,0
393,C1204814614,0
377,C478212568,0
403,C1311504638,0
683,C1292189300,0
372,C1845813352,0
419,C1883735627,0
356,C928254176,0
589,C276279,0
687,C1810918228,0
525,C1256544743,0
717,C1304831134,0
396,C1945911160,0
493,C306478872,0
404,C1841704574,0
404,C415396860,0
690,C846514995,0
587,C818545763,0
378,C763457797,0
407,C182897473,0
426,C1638025365,0
522,C1752940382,0
397,C1723259692,0
395,C1489498765,0
378,C1861670187,0
448,C1096103702,0
423,C652064279,0
400,C2132100306,0
356,C428678195,0
372,C1376351377,0
371,C325229356,0
378,C640596135,0
570,C1968267866,0
356,C358123325,0
357,C1007205931,0
360,C1097647999,0
370,C1749919818,0
380,C2961563,0
705,C638273133,0
466,C262196186,0
395,C1433363653,0
380,C2064425773,0
387,C1529702229,1
370,C2002692748,0
397,C1977649894,0
401,C1384971630,0
397,C1385361684,0
406,C1301970486,0
393,C1729823354,0
492,C1095728418,0
401,C159452183,0
396,C1374198196,0
379,C1209018675,0
400,C316460869,0
605,C610159138,1
451,C1394824922,0
705,C1635969620,0
690,C1351520648,0
404,C1079144673,0
369,C402574024,0
563,C1867478519,0
469,C1812247115,0
407,C1563828301,0
519,C448865084,1
683,C873798412,0
571,C1008366598,0
546,C1517874980,0
550,C1922022190,0
382,C581829543,0
407,C546940601,0
397,C1123503745,0
522,C875728769,0
402,C370339270,0
356,C1151506412,0
382,C1740077916,0
357,C429479374,0
402,C754830424,0
500,C1029538212,0
404,C191018342,0
681,C947434481,0
371,C1394100868,0
395,C1969908710,0
637,C846627784,0
401,C37507358,0
573,C1565179890,0
380,C1859391108,0
372,C1312260902,1
379,C426825734,0
401,C727087088,0
398,C2012705403,0
378,C1907407410,0
395,C1980663489,0
379,C502518307,0
375,C787984336,0
691,C1257268630,0
522,C1382917613,0
684,C636179545,0
393,C741045903,0
426,C1315746236,0
394,C1444119053,0
548,C1499372164,0
503,C533879006,0
373,C167524622,0
610,C490442075,0
377,C668392492,0
372,C250851592,0
522,C104374210,0
372,C1281871809,0
394,C1941608024,0
380,C1936016683,0
404,C643121834,0
528,C1490606634,0
402,C1700647773,0
400,C2090086012,0
400,C1566701286,0
522,C985493323,0
403,C1576387648,0
400,C128846351,0
585,C1713242347,1
402,C470578424,0
397,C814194844,0
621,C1214448307,0
527,C132262355,0
377,C2125867805,1
692,C1075979848,0
377,C499234574,0
540,C621394089,0
380,C143323856,0
404,C295466237,0
589,C2042557400,0
378,C1992939661,0
406,C913561777,0
369,C388273408,0
400,C585655808,0
373,C595865435,0
375,C1796370625,0
356,C66940980,0
399,C1050939287,0
526,C2117825082,0
358,C1548813560,0
356,C2022735345,0
399,C841694636,0
373,C1065714386,0
374,C2035700497,0
396,C276077219,0
372,C214652773,0
379,C1491223907,0
399,C2016274135,0
376,C1615829453,0
403,C1727718282,0
548,C1019872581,0
469,C1994393488,0
476,C353496302,0
380,C1449551000,0
405,C588589196,0
374,C846120075,0
404,C359499814,0
374,C1818810540,0
518,C332156791,0
522,C1676530066,0
379,C1511153849,0
380,C2089350922,0
396,C1525776500,0
373,C411127587,0
594,C1130848132,0
382,C1247341081,0
378,C185246216,0
684,C1552312729,0
396,C624504335,0
434,C640831254,1
404,C243306920,0
594,C2106502384,0
409,C2051416528,0
490,C1528122423,0
383,C653783627,0
397,C1758373636,0
669,C837019310,0
705,C742861613,0
403,C922229753,0
357,C1503244013,0
374,C1017301470,0
522,C1998961660,0
374,C1699971389,0
522,C284569865,0
588,C1457225466,0
540,C1229720822,0
380,C1018645027,0
544,C388235755,0
411,C1359467526,1
687,C1973453523,0
394,C368186185,0
399,C482345896,0
378,C839307306,0
667,C1175648893,0
638,C1474481275,1
396,C2116383109,0
393,C502275123,0
378,C641015303,0
570,C1176666341,0
490,C1485611866,0
370,C1283478794,0
403,C349064704,0
401,C1548296102,0
424,C323857001,1
571,C590654926,0
567,C1153224255,0
398,C1477491702,0
372,C174807760,0
377,C751132388,0
403,C574763980,0
540,C1346857885,0
404,C12446740,0
402,C424882527,0
402,C2072084760,0
378,C752677192,0
514,C2057598037,0
395,C1435181947,0
403,C104434154,0
356,C1199457745,0
692,C99481486,0
544,C199020201,0
356,C177731198,0
518,C210848970,0
377,C1861188764,0
394,C1873063896,0
396,C167087136,0
395,C1335912707,0
594,C1677087573,0
448,C92364929,0
380,C1625408977,0
495,C2123845708,0
395,C1063391934,0
396,C1612973321,0
530,C1627545028,0
379,C858936188,0
399,C1284596502,0
357,C393688185,0
404,C311515953,0
379,C984319567,0
505,C1904352957,1
393,C1392742006,0
397,C733277472,0
612,C581493638,0
402,C813618051,0
396,C202299956,0
372,C246349307,0
394,C202266211,0
570,C1460779808,0
378,C1264808130,0
379,C1923226519,0
369,C1914779577,0
373,C1344739479,0
476,C1591520066,0
466,C1650997900,0
369,C1773524458,0
403,C1967380400,0
406,C2036908206,0
372,C185861659,0
404,C2135852756,0
400,C1274162189,0
398,C993756899,0
404,C809582437,0
403,C916189592,0
395,C447252906,0
691,C1889164900,0
402,C2018819460,0
403,C689251435,0
564,C1937717918,0
379,C1527186693,0
595,C88600251,0
401,C1378920,0
373,C238893345,0
379,C714257771,0
405,C549133835,0
383,C1224451958,0
378,C2013136536,0
379,C795779641,0
694,C1792486780,0
715,C1744556975,0
401,C1409796026,0
379,C1708595815,0
476,C1670460194,0
476,C576227569,0
372,C334297119,0
375,C839521991,0
380,C1882926110,0
540,C2090068245,0
550,C1297825349,0
500,C197069111,0
380,C1424863706,0
550,C486066140,0
407,C961750659,0
356,C1907584176,0
589,C1007115029,0
378,C2064247486,0
395,C19905034,0
403,C631332529,0
357,C892381084,0
405,C184101628,0
573,C1458559430,0
378,C1565902081,0
395,C44558853,0
594,C1098336609,0
402,C1205744343,0
505,C749619972,0
692,C1826394868,0
570,C928815520,0
357,C1301169446,0
395,C110187709,0
546,C1927108055,0
619,C561500527,0
423,C1044034172,0
619,C1336000940,0
403,C1424512251,0
375,C988606728,0
394,C762311537,0
377,C1478106615,0
403,C718858690,0
525,C1339195635,0
395,C267284913,0
372,C2042693147,0
517,C627865551,0
687,C449848790,0
522,C1454032156,0
360,C1496534280,0
401,C1438334580,0
585,C953069153,0
493,C1404726199,0
370,C1715648211,0
358,C746120270,0
374,C1044304930,0
400,C626636909,0
402,C1680340211,0
396,C1949772926,0
404,C1682069098,0
372,C129222951,0
407,C1935970173,0
525,C1269818196,0
373,C1148221798,0
403,C431469103,0
563,C1630465211,0
506,C295695808,1
373,C1925404567,0
375,C1539940074,0
517,C1345668271,0
375,C621730732,0
544,C1432881609,0
396,C1448636268,0
399,C1588816092,0
396,C2025134616,0
527,C1323569716,0
404,C1664212093,0
359,C501567466,0
633,C2129660302,1
378,C1586772830,0
686,C122044608,0
398,C1260538598,0
397,C1346971056,0
374,C1925164223,0
402,C492226517,0
405,C539742017,0
403,C807438290,0
396,C598699586,0
403,C31666620,0
404,C1560229726,0
403,C920782109,0
687,C349012619,0
372,C1472040835,0
565,C1677313489,0
378,C1036504041,0
396,C1965357208,0
395,C394314224,0
376,C1674325401,0
517,C1036037179,0
709,C402955487,0
589,C1678728796,0
525,C800109691,0
509,C342872036,0
690,C389660670,0
377,C248377571,0
375,C1275175317,0
398,C120516998,0
401,C807548104,0
592,C495789740,0
595,C1422736429,1
403,C1761560801,0
398,C663807929,0
372,C688574328,0
688,C1165407745,0
359,C772266181,0
396,C747468574,0
379,C1492447058,0
695,C1934011446,0
376,C1661197973,0
379,C76363315,0
619,C1155450120,0
401,C1624259666,0
371,C573539537,0
371,C1566454087,0
684,C405936899,0
522,C1650235281,0
397,C730799815,0
401,C2124251845,0
448,C468344442,0
573,C1814660419,0
404,C2124897438,0
379,C1562688954,0
401,C330597288,0
709,C857702588,0
375,C932663337,0
687,C413662103,0
547,C2126380647,0
357,C536657123,0
397,C525585060,0
404,C1904497861,0
588,C987812075,0
378,C1422730982,0
398,C1437496664,0
375,C582925839,0
393,C2141039506,0
381,C214294058,0
527,C1822896478,0
402,C1066886342,0
586,C1005530982,0
380,C487240517,0
381,C1144063304,0
420,C1104641940,0
405,C242087823,0
371,C2005085497,0
550,C692739892,0
592,C1670554509,0
404,C1440612565,0
403,C906419161,0
358,C724538349,0
370,C1353817385,0
547,C666869003,1
379,C718989415,0
513,C1899106071,1
356,C58427438,0
399,C1547421687,0
596,C495369611,0
402,C1427065035,0
374,C1590465299,0
670,C106058139,1
380,C1167266312,0
380,C952073575,0
360,C1616931827,0
370,C1408281303,0
544,C1185604375,0
375,C747007900,0
674,C582884877,1
379,C591292535,0
400,C1314361279,0
371,C2003130080,0
380,C813194812,0
358,C1951586844,0
402,C765729787,0
687,C917013935,0
370,C2133469280,0
546,C2068139445,0
544,C1334822753,0
403,C1356933098,0
395,C1117355931,0
379,C753589916,0
356,C1952424904,0
375,C1906988140,0
585,C270194117,0
402,C1563304849,0
394,C1625610439,0
492,C1138922058,0
377,C1703740753,0
373,C376256398,0
401,C241894119,0
687,C2075375102,1
687,C204017122,0
683,C1841209566,0
546,C1444108733,0
376,C1012475854,0
371,C1140897190,0
401,C968607877,0
403,C40729142,0
622,C1559989964,1
690,C1060418306,0
552,C1304697562,0
405,C903896964,0
495,C185461868,1
380,C1193825614,0
545,C237778446,0
528,C1010904415,0
684,C973008714,0
400,C322148964,0
540,C1580220834,0
378,C448176011,0
550,C1882970509,0
380,C9190718,0
688,C238849194,0
380,C382644919,0
378,C402557472,0
661,C1296967646,0
688,C486494948,0
375,C1528843314,0
401,C1701369222,0
406,C1868826702,0
380,C981114921,0
399,C2120898251,0
469,C522251253,0
406,C988174648,0
401,C490190739,0
687,C1313415088,0
397,C29279209,0
663,C1315392572,1
400,C1705672739,0
379,C1098007373,0
585,C133886523,0
396,C1967285281,0
396,C796858161,0
373,C311600421,0
379,C260716917,0
545,C902261102,0
404,C2119484829,0
405,C256863783,0
371,C819211015,0
404,C1427015689,0
359,C833542670,0
709,C66862395,0
378,C797897443,0
371,C1249763083,0
399,C1838717819,0
573,C596417338,0
399,C1311575009,0
503,C879732838,0
514,C1780610876,0
585,C19580628,0
538,C1779253004,0
571,C2144863630,0
397,C1963994102,0
372,C411775642,0
379,C438913940,0
544,C534295305,0
549,C1609626070,0
373,C415373062,0
399,C1978071199,0
372,C1479543748,0
358,C1264011648,0
380,C588339776,0
370,C648273882,0
371,C1673856626,0
378,C665048893,0
373,C651205067,0
524,C830089385,0
384,C200294250,0
402,C261271997,0
356,C364800471,0
404,C525426906,0
375,C1615417574,0
395,C359488022,0
371,C420886682,0
406,C1113910740,0
688,C959240280,0
686,C681926924,0
396,C270452636,0
406,C665279246,0
400,C834203732,0
373,C1681558537,0
356,C1358088824,0
402,C583266780,0
370,C66463721,0
373,C262851348,0
378,C676163476,0
690,C780396294,0
544,C469161817,0
471,C1246039694,0
373,C1473299588,0
374,C1631607222,0
396,C344383580,0
398,C1123595705,0
401,C1158522208,0
402,C19885815,0
567,C393516497,0
371,C1861334984,0
373,C1270090160,0
400,C409290983,0
546,C1301791317,0
375,C249531810,0
400,C607787090,0
692,C1532266557,0
406,C492693443,0
402,C130762122,0
492,C255324054,0
544,C1836778086,0
576,C1353372081,0
400,C35221771,0
404,C941663546,0
398,C1583543632,0
397,C897786300,0
369,C1124928253,0
601,C1627664957,0
378,C2135874917,0
705,C641968738,0
378,C1737395230,0
595,C457645481,0
370,C1787950908,0
376,C1455043514,0
527,C847836445,0
709,C1317626088,0
565,C332587473,0
492,C845286087,0
405,C913462041,0
692,C1970830422,0
378,C976750191,0
565,C1680845849,0
394,C49399757,0
444,C1297114741,1
397,C1301264009,0
396,C41758954,0
381,C183454449,0
403,C1581156935,0
570,C584980032,0
376,C457850634,0
373,C802067620,0
514,C290687362,0
356,C705074865,0
374,C235779319,0
374,C1034304786,0
571,C978956379,0
398,C179195486,0
377,C1637745468,0
426,C3632342,0
715,C863559000,0
401,C1243046529,0
400,C1980162298,0
590,C550288350,0
398,C579106997,0
398,C230192137,0
426,C2101377752,0
394,C1537900203,0
681,C73489697,0
452,C1685936433,0
476,C1599580325,0
522,C1354915200,0
372,C1555056138,0
527,C1240306433,0
429,C948476445,0
619,C1291165836,0
550,C1986775009,0
373,C871952586,0
469,C515434450,0
372,C1077222704,0
401,C345746564,0
373,C1991294643,0
596,C1945141626,0
396,C277125543,0
402,C1915490053,0
376,C551643409,1
380,C742956786,0
397,C463389595,0
594,C732805092,0
379,C1614072752,0
397,C2138399625,0
376,C143567517,0
369,C655922033,0
405,C1006556015,0
394,C572121618,0
514,C543556493,0
637,C800616668,0
393,C1060422078,0
544,C1169884069,0
742,C1970706589,1
394,C82451201,0
396,C2106632010,0
610,C1879190581,0
587,C1299322845,0
378,C1687287352,0
370,C804417406,0
395,C1229535306,0
402,C1568183315,0
396,C1969050463,0
399,C635005348,0
540,C73784032,0
401,C1928035871,0
399,C200121802,0
396,C1153774025,0
588,C2001626357,0
398,C362588214,0
546,C387067753,1
704,C2135939957,1
393,C1967983057,0
615,C209058213,1
370,C1023335770,0
522,C1644201478,0
596,C1332386191,0
596,C494360476,0
590,C301061049,0
397,C46044817,0
403,C781437670,0
394,C2130119768,0
420,C1907958880,0
397,C2025262717,0
428,C346274723,0
356,C252348754,0
380,C143165539,0
586,C2086842925,0
405,C93029583,0
571,C1046845069,0
376,C362213807,0
371,C422139686,0
617,C639067884,0
370,C1336679468,0
478,C1702286599,1
373,C2004720742,0
375,C1280949290,0
395,C1529205822,0
594,C506139732,0
690,C874776413,0
402,C496590538,0
372,C843280321,0
406,C838762814,0
403,C1243342364,0
400,C1276167285,0
373,C1380223071,0
525,C2116343171,0
650,C536221830,1
567,C1379695788,0
357,C1270106624,0
404,C979216672,0
356,C950321147,0
429,C1549492099,0
407,C418680984,0
380,C29537497,0
402,C591314825,0
617,C2046048236,0
381,C1029013381,0
380,C1027554296,0
688,C1963084620,0
544,C1510694638,0
684,C2063535550,0
469,C1239216048,0
511,C1861046549,1
551,C1890211648,0
550,C1516240520,0
570,C1205960598,0
401,C675136707,0
381,C462275909,0
642,C1047743459,0
397,C416530221,0
357,C723356457,0
402,C582221446,0
383,C809416121,0
500,C1651069846,0
376,C1619023572,0
359,C573075572,0
380,C1984708139,0
372,C1583205099,0
574,C668216040,0
395,C1717964127,0
546,C2055823755,0
605,C1419487252,1
402,C1333159874,0
687,C1171838857,0
373,C455089993,0
371,C1284291885,0
687,C158378092,0
496,C1834901118,0
369,C1136756049,0
373,C1606143733,0
466,C1321085787,1
380,C2147269201,0
610,C1626028230,1
540,C413509780,0
357,C56183883,0
594,C623143167,0
377,C762140978,0
371,C1257443719,0
402,C754864258,0
371,C1521354637,0
371,C904118383,0
402,C145082837,0
669,C593287775,0
382,C2112445419,0
545,C197735894,0
542,C1365550890,0
403,C848698993,0
407,C245364206,0
378,C995131975,0
400,C2106386307,0
667,C1705589992,0
538,C925073885,0
692,C925155000,0
476,C1326859218,0
378,C664082728,0
369,C124775803,0
683,C2045698445,1
595,C132132867,0
373,C2125735324,0
399,C783010858,0
370,C940230044,0
492,C281334572,0
404,C1629780232,0
358,C1402558461,0
612,C1441749360,0
691,C202701994,0
406,C2062320275,0
661,C1884857458,0
474,C1789552895,0
370,C116631275,0
374,C329137201,0
550,C1762603041,0
381,C1953134693,0
376,C2026786329,0
687,C573167635,0
399,C1085979612,0
371,C1354776161,0
399,C693086567,0
567,C1863635726,0
404,C1367420613,0
370,C1674977698,0
573,C440065059,0
394,C1172780876,0
396,C702875482,0
356,C306724741,0
375,C1144630798,0
709,C303297661,0
401,C1659223628,0
378,C1728054729,0
370,C1404314752,0
398,C667073568,0
375,C946132476,0
525,C2135013049,0
681,C1921947893,0
394,C1473083211,0
378,C21926067,0
469,C306954341,0
588,C321360676,0
375,C736070055,0
402,C363683886,0
396,C1751265429,0
522,C1856882114,0
588,C778909185,0
372,C293684170,0
596,C1722809420,0
397,C1142134996,0
371,C1528019693,0
380,C1218922402,0
376,C487473631,0
546,C1066191297,1
373,C1957297770,0
692,C1713328923,0
587,C1768655102,0
495,C525200548,0
374,C1208611908,0
378,C978660270,0
588,C1899533296,0
404,C722869283,0
357,C741734677,0
565,C1968525616,0
524,C407929736,0
371,C743309025,0
404,C652829780,0
398,C1928355169,0
596,C266855980,0
375,C714644548,0
374,C2029091118,0
